Id,IsCancelled,PreviousBookingsNotCancelled,PreviousCancellations,TotalSpecialRequests,BookingChanges,StaysWeekendNights,StaysWeekNights
45090,0,0,0,2,0,0,3
69806,1,0,0,0,0,1,1
44958,0,0,0,0,0,1,1
39143,0,0,0,2,0,0,2
94143,0,0,0,0,0,1,1
37693,0,0,0,2,0,1,3
38634,0,0,0,3,0,0,2
52751,1,0,0,0,0,2,1
69929,1,0,0,0,0,2,3
30008,0,0,0,0,1,2,5
83957,0,0,0,0,2,1,2
37266,0,0,0,0,0,0,2
22320,0,0,0,0,0,0,3
77261,0,0,0,1,0,2,1
7357,1,0,0,1,0,1,5
2557,0,0,0,0,0,1,3
93383,0,0,0,0,0,0,3
37911,0,0,0,0,0,3,8
93853,0,0,0,2,0,0,1
93665,0,0,0,1,0,2,6
39848,0,0,0,0,0,2,2
95149,0,0,0,0,0,1,1
16302,0,0,0,0,0,4,6
117370,0,0,0,2,0,0,1
24156,0,1,0,0,1,1,0
88170,0,0,0,1,0,1,3
34488,0,0,0,3,0,1,2
82915,0,0,0,1,0,0,2
32362,0,0,0,0,0,0,1
104236,0,0,0,1,0,1,1
74717,1,0,1,0,0,0,2
82869,0,0,0,0,0,0,2
100869,0,0,0,0,1,0,2
95586,0,0,0,3,0,2,1
25808,0,1,0,1,0,2,2
8366,1,0,0,0,0,2,5
77171,0,0,0,0,1,2,0
84556,0,24,0,0,1,1,0
869,1,0,0,2,0,1,0
16303,0,0,0,0,1,2,2
13484,1,0,0,3,0,4,7
38837,0,0,0,2,4,0,2
30331,0,0,0,0,0,0,1
94098,0,0,0,2,0,2,2
17448,0,3,0,0,0,1,1
65714,1,0,0,0,0,1,5
114060,0,0,0,0,0,1,3
66559,1,0,0,0,0,2,1
60537,1,0,0,0,0,6,15
98695,0,0,0,2,0,2,5
21323,0,0,0,0,0,0,3
88222,0,0,0,1,0,0,3
43858,1,0,0,0,0,1,3
81567,1,0,1,0,0,1,2
40690,0,0,0,0,0,0,2
24990,0,0,0,0,0,0,3
103737,0,0,0,1,0,0,2
45307,0,0,0,0,0,1,2
47155,1,0,0,0,0,1,3
12336,1,0,0,0,0,2,4
46537,0,0,0,0,0,0,3
31510,0,0,0,0,0,2,0
39753,0,0,0,0,0,0,1
48271,1,0,0,2,0,2,2
39285,0,0,0,3,0,2,2
29694,0,0,0,1,0,1,4
19677,0,0,0,1,0,0,1
61206,1,0,0,1,0,0,3
85143,0,0,0,0,0,2,1
16485,0,0,0,0,0,1,4
14934,0,0,0,0,1,4,10
71323,1,0,0,0,0,2,1
35755,0,0,0,2,0,1,2
27918,0,0,0,0,0,2,7
8376,1,0,0,0,0,0,4
24900,0,0,0,1,1,2,5
17927,0,0,0,0,2,0,3
61532,1,0,0,1,0,0,2
29579,0,0,0,1,0,1,1
7649,1,0,0,0,0,1,3
90764,0,0,0,1,0,2,2
7404,1,0,0,0,0,0,3
58983,1,0,0,0,0,2,0
66761,1,0,0,0,0,0,2
17425,0,0,0,2,1,2,5
91810,0,0,0,1,0,1,2
48318,1,0,0,0,0,2,0
9867,1,0,0,1,0,0,1
101606,0,0,0,1,0,0,3
17076,0,0,0,0,1,0,3
35074,0,0,0,0,0,2,5
14527,0,5,0,0,0,0,2
66682,1,0,0,0,0,1,3
112138,0,0,0,1,0,0,3
93582,0,17,0,2,0,1,2
32332,0,2,0,1,0,1,0
16917,0,0,0,1,0,1,1
74127,1,0,1,0,0,1,2
624,1,0,0,0,0,0,3
49616,1,0,0,0,0,0,3
66599,1,0,0,1,0,2,2
114467,0,0,0,0,0,0,3
87706,0,0,0,1,0,1,2
104081,0,0,0,1,1,0,3
82325,0,1,0,0,1,0,2
72103,1,0,0,0,3,1,1
64444,1,0,0,2,0,0,3
7544,1,0,0,0,0,1,5
33112,0,0,0,0,1,2,1
54965,1,0,0,0,0,0,2
108958,0,0,0,0,0,1,3
13844,0,5,0,1,0,0,1
54927,1,0,0,0,0,0,2
98433,0,0,0,1,2,0,2
59654,1,0,0,0,0,1,2
26710,0,0,0,1,0,2,6
77829,0,0,0,0,0,0,3
48557,1,0,0,0,0,0,2
86729,0,0,0,0,0,2,0
53676,1,0,0,0,0,1,5
45683,0,0,0,1,0,0,4
51024,1,0,0,0,0,0,1
55220,1,0,0,0,0,1,4
40100,0,0,0,0,0,0,3
31497,0,0,0,1,0,4,6
24668,0,0,0,1,0,1,4
45670,0,0,0,0,0,0,3
112452,0,0,0,1,0,1,4
114703,0,0,0,1,0,2,1
67653,1,0,0,0,0,1,2
84572,0,0,0,0,0,0,3
110819,0,0,0,2,0,1,2
106708,0,0,0,1,0,0,2
33458,0,0,0,0,0,2,5
48710,1,0,0,1,0,2,5
48417,1,0,0,0,0,0,2
39961,0,0,0,0,0,2,1
9216,1,0,0,0,0,0,3
35497,0,0,0,0,1,2,2
86159,0,0,0,1,0,0,1
5596,1,0,0,0,0,2,5
111109,0,0,0,3,0,1,2
20130,0,0,0,0,0,0,1
40795,1,0,0,0,0,2,1
113440,0,0,0,1,0,0,3
21003,0,0,0,1,0,1,2
78893,1,0,1,0,0,0,2
46280,1,0,0,0,0,1,4
4964,1,0,0,0,0,0,2
42687,0,0,0,3,0,1,3
14477,1,0,19,0,0,0,3
97730,0,0,0,1,1,2,2
71253,1,0,0,1,0,1,1
58317,1,0,0,1,0,0,2
116192,0,0,0,0,0,1,1
68485,1,0,0,1,0,1,3
106972,0,0,0,0,0,0,2
50681,1,0,0,0,0,0,4
20254,0,0,0,1,0,0,2
68690,1,0,0,0,0,0,2
112872,0,0,0,0,0,0,1
61710,1,0,0,0,0,5,14
89064,0,0,0,2,0,1,1
54339,1,0,0,0,0,1,3
31913,0,0,0,0,1,2,5
12939,1,0,0,1,0,2,5
6858,1,0,0,0,0,0,2
31315,0,0,0,0,0,0,1
82575,0,0,0,0,5,1,4
41644,0,0,0,0,1,0,1
19823,0,0,0,2,0,0,0
34216,0,0,0,2,1,2,2
2097,0,0,0,0,0,2,5
10797,1,0,0,0,0,2,2
76502,1,7,1,0,0,0,1
10078,1,0,0,0,0,1,2
36244,0,0,0,2,0,2,1
79850,1,0,1,0,0,1,2
81587,1,0,1,0,0,0,3
53401,1,0,0,0,0,0,4
69047,1,0,0,0,0,2,5
74012,1,0,1,0,0,2,0
29364,0,0,0,1,0,2,5
33756,0,0,0,0,1,2,2
62983,1,0,0,0,0,3,9
97751,0,0,0,1,0,0,1
104867,0,0,0,0,3,0,1
68762,1,0,0,0,0,0,2
4303,1,0,0,0,0,2,5
40557,0,0,0,0,0,0,2
25292,0,0,0,0,0,3,8
97919,0,0,0,1,0,0,4
59222,1,0,0,0,0,0,3
101977,0,0,0,2,0,0,4
35990,0,0,0,0,1,2,5
8217,0,0,0,1,0,0,4
4566,1,0,0,0,0,0,3
111848,0,0,0,2,0,0,1
78357,0,0,0,0,0,0,1
27440,0,0,0,0,0,1,0
78126,0,0,0,0,0,0,3
15314,0,0,0,0,0,2,3
14282,1,0,26,0,0,2,0
78726,0,0,0,0,0,2,0
7338,1,0,0,0,0,3,5
116656,0,0,0,0,0,0,1
43334,1,0,0,0,0,2,2
72338,1,0,0,0,0,2,2
6550,0,0,0,1,0,0,5
34284,0,0,0,0,0,1,4
9836,1,0,0,0,0,1,0
3190,0,0,0,0,0,0,1
37537,0,0,0,2,1,2,5
32367,0,0,0,0,1,2,5
98488,0,0,0,1,0,1,3
101884,0,0,0,0,0,1,2
665,0,0,0,0,0,2,1
82082,0,0,0,1,0,2,4
86337,0,0,0,0,0,1,1
51959,1,0,0,0,0,0,1
89231,0,0,0,1,0,0,4
90139,0,0,0,0,1,0,2
73650,1,0,1,0,0,2,1
14209,1,0,1,0,0,0,3
14469,1,0,24,0,0,0,2
86372,0,0,0,0,0,0,1
73772,1,0,1,0,0,1,1
27940,0,0,0,0,0,2,7
51754,0,0,0,1,0,2,1
31602,0,0,0,0,0,1,2
56968,1,0,0,2,0,1,4
115841,0,0,0,2,0,0,1
77251,0,0,0,0,1,1,1
101021,0,0,0,2,0,2,3
43832,1,0,0,0,0,1,3
18453,0,0,0,1,0,4,10
106644,0,0,0,1,0,0,3
99814,0,0,0,2,0,2,3
5311,1,0,0,0,1,0,3
11975,1,0,0,0,0,2,2
38589,0,0,0,2,0,4,13
65297,1,0,0,0,0,1,3
90287,0,0,0,0,0,2,0
62279,1,0,0,1,1,8,22
107448,0,0,0,0,0,1,2
88019,0,0,0,0,0,2,1
112763,0,0,0,1,0,2,1
115455,0,0,0,1,0,0,2
40126,0,0,0,0,0,0,2
6805,1,0,0,0,0,2,5
78205,0,0,0,0,0,0,1
105727,0,0,0,2,0,0,4
22881,0,0,0,0,0,2,5
88456,0,0,0,0,0,0,0
94593,0,0,0,2,2,2,1
32366,0,0,0,0,0,2,5
118023,0,0,0,1,0,2,4
72283,1,0,0,1,0,0,2
11643,1,0,0,0,0,2,5
45443,1,0,0,0,0,2,1
114963,0,0,0,1,0,0,3
93089,0,0,0,2,0,1,0
92884,0,0,0,0,0,0,2
60192,1,0,0,0,0,2,6
45855,0,0,0,0,0,1,0
113231,0,0,0,1,0,2,1
103726,0,0,0,0,0,0,1
9307,1,0,0,1,0,1,4
54067,1,0,0,0,0,2,3
42300,0,0,0,0,0,0,2
49821,1,0,0,0,0,2,0
110864,0,0,0,0,0,0,1
16948,0,0,0,0,0,2,5
38771,0,0,0,0,0,0,0
47038,1,0,0,0,0,2,1
72468,1,0,0,0,0,0,1
28485,0,0,0,0,0,2,2
62185,1,0,0,0,0,1,1
30589,0,0,0,1,0,0,1
106843,0,0,0,1,0,1,0
14671,1,0,1,0,0,2,5
105166,0,0,0,1,0,2,2
92926,0,0,0,1,0,0,4
102113,0,0,0,0,0,1,0
60930,1,0,0,1,0,1,2
41199,0,0,0,0,0,1,2
34830,0,0,0,1,0,2,5
72919,1,0,0,1,0,2,1
88121,0,11,1,2,0,0,1
34083,0,0,0,1,0,0,2
1323,1,0,0,1,0,1,1
59791,1,0,0,2,0,0,2
65929,1,0,0,1,0,2,2
8051,1,0,0,0,0,2,5
6665,1,0,0,0,0,2,5
20806,0,2,0,1,0,0,1
97865,0,0,0,0,0,0,4
59604,1,0,0,0,0,1,2
9041,0,0,0,0,1,0,2
84616,0,0,0,1,0,0,2
23645,0,0,0,0,0,2,5
28974,0,0,0,0,0,1,0
22173,0,0,0,1,0,2,5
56873,1,0,0,0,0,1,2
70287,1,0,0,1,0,2,0
85149,0,0,0,1,2,2,0
92234,0,0,0,1,0,2,2
82503,0,0,0,1,1,0,1
18183,0,0,0,1,0,1,4
92633,0,0,0,2,1,2,5
14789,1,0,1,0,0,2,5
85680,0,0,0,0,0,2,4
98944,0,0,0,0,0,0,1
5826,1,0,0,0,0,1,1
59656,1,0,0,0,0,1,2
33125,0,0,0,0,0,2,7
89967,0,0,0,0,0,1,2
80627,0,0,0,1,1,2,1
98543,0,0,0,1,0,1,2
39420,0,0,0,1,0,2,4
19235,0,0,0,1,0,0,3
47436,1,0,0,0,0,0,3
116831,0,0,0,0,0,2,5
114462,0,0,0,1,2,0,1
80878,0,0,0,0,0,1,2
10337,1,0,0,0,0,2,5
8428,1,0,0,0,0,2,2
43875,1,0,0,1,1,0,2
6575,0,0,0,0,0,0,3
11280,1,0,0,1,0,2,5
87646,0,0,0,2,0,0,1
83962,0,0,0,0,2,1,1
99697,0,0,0,0,0,1,2
30385,0,0,0,0,0,0,3
18412,0,0,0,0,0,0,1
14264,1,0,26,0,0,2,0
67571,1,0,0,0,0,1,2
23186,0,0,0,1,0,1,1
85399,0,0,0,1,0,0,2
10065,1,0,0,0,0,1,3
103539,0,0,0,2,0,0,1
82712,0,0,0,0,0,2,3
5818,0,0,0,0,0,1,1
18699,1,0,1,0,0,1,2
116717,0,0,0,2,0,2,3
98828,0,0,0,0,0,0,1
83632,0,0,0,1,0,1,0
51197,1,0,0,0,0,0,2
62484,1,0,0,0,0,0,3
45277,0,0,0,0,0,1,2
92866,0,0,0,0,1,0,2
40030,1,0,0,0,0,5,12
99251,0,0,0,2,0,1,2
88613,0,0,0,0,0,0,1
90719,0,0,0,0,0,1,3
27114,0,0,0,0,1,0,1
96523,0,0,0,1,0,2,1
86858,0,0,0,0,0,2,2
43528,0,0,0,0,0,0,3
12854,1,0,0,0,0,2,5
110743,0,0,0,0,1,0,1
104321,0,0,0,0,0,0,2
25328,0,0,0,1,0,2,4
42551,0,0,0,0,1,0,2
12957,1,0,0,2,0,2,5
115699,0,0,0,1,0,2,0
96782,0,0,0,1,0,0,1
93715,0,0,0,0,2,1,2
22560,0,0,0,0,0,2,5
112419,0,0,0,0,0,0,1
8196,1,0,0,2,0,2,5
94440,0,0,0,1,0,1,0
17805,1,0,1,0,0,2,0
98001,0,0,0,0,1,1,2
81978,0,0,0,1,0,0,3
19194,0,0,0,0,0,0,3
13064,1,0,0,1,3,0,2
54194,1,0,0,0,0,0,2
87976,0,0,0,2,0,1,3
113541,0,0,0,0,0,0,3
106029,0,0,0,1,0,2,1
115101,0,0,0,1,0,1,2
69067,1,0,0,0,0,2,2
51346,1,0,0,0,0,0,2
117279,0,0,0,3,0,0,1
93064,0,0,0,1,0,2,1
45787,0,0,0,1,0,1,3
55349,1,0,0,0,0,1,3
51013,0,0,0,2,0,1,2
16089,0,0,0,2,0,2,4
117432,0,0,0,1,0,2,1
77110,0,0,0,0,0,0,1
70581,1,0,0,1,0,2,4
80982,1,0,1,0,0,0,4
54329,1,0,0,1,0,1,1
43470,1,0,0,0,0,0,1
67363,1,0,0,1,1,0,3
78872,1,0,1,0,0,0,3
47840,1,0,0,0,0,0,1
4125,1,0,0,1,0,1,0
25492,0,0,0,0,0,1,2
51731,1,0,0,0,0,1,1
47056,1,0,0,0,0,2,1
21591,0,0,0,0,1,1,3
60388,1,0,0,0,0,0,3
116695,0,0,0,1,0,0,1
14227,1,0,1,0,0,0,3
11929,1,0,0,1,0,0,2
48351,1,0,0,0,1,2,5
114142,0,0,0,0,0,2,1
27771,0,0,0,0,0,0,1
19813,0,2,0,2,0,0,1
10932,1,0,0,2,2,2,3
110535,0,0,0,0,0,0,1
115821,0,0,0,1,0,0,3
14795,1,0,1,0,0,2,5
56502,1,0,0,0,0,1,2
10132,1,0,0,1,0,2,5
41223,0,0,0,0,0,0,4
1404,0,0,0,1,0,1,2
53825,1,0,0,1,0,2,1
60723,1,0,0,2,0,0,3
77001,1,0,1,1,0,0,3
23746,0,0,0,0,2,1,1
109438,0,0,0,0,1,0,1
108221,0,0,0,2,0,1,1
3558,1,0,0,0,0,2,5
59057,1,0,0,2,0,1,3
112131,0,0,0,1,1,0,2
26680,0,0,0,0,0,2,4
67522,1,0,0,1,0,1,0
44112,1,0,0,0,0,1,1
67948,1,0,0,0,0,0,2
102435,0,0,0,0,0,1,1
112870,0,0,0,1,0,1,3
58806,1,0,0,0,0,0,2
70092,1,0,0,1,0,0,4
52844,1,0,0,1,0,0,1
16272,0,0,0,1,1,1,5
31658,0,0,0,1,1,2,3
78751,0,0,0,1,0,2,3
84071,0,0,0,1,0,0,1
26024,0,0,0,0,0,2,5
54432,1,0,0,0,0,0,2
102485,0,0,0,0,0,1,0
104899,0,0,0,0,1,2,5
57110,1,0,0,0,0,1,2
37227,0,0,0,0,1,2,5
77249,0,0,0,0,0,2,3
117378,0,0,0,0,0,1,3
7409,1,0,0,0,0,2,3
53294,1,0,0,0,0,0,1
25743,0,0,0,0,0,0,3
61708,1,0,0,0,0,1,4
54150,1,0,0,0,0,0,3
77664,0,7,0,0,0,0,1
30591,0,0,0,0,1,0,2
34816,0,0,0,1,0,0,3
68295,1,0,0,1,0,0,1
68907,1,0,0,1,0,1,3
25695,0,0,0,2,0,0,1
97433,0,0,0,0,0,0,3
38154,0,0,0,0,1,2,5
110361,0,0,0,0,0,0,1
3883,1,0,0,1,0,4,8
61727,1,0,0,2,0,0,1
79238,1,0,1,0,0,0,2
99015,0,0,0,1,0,0,2
63385,1,0,0,0,0,2,1
104340,0,0,0,1,0,1,3
77535,1,0,0,1,0,1,0
32058,0,0,0,1,0,2,2
35749,0,0,0,2,2,2,4
27207,0,0,0,0,0,0,1
54951,1,0,0,1,7,0,1
79209,1,0,1,0,0,0,2
82146,1,0,1,0,0,0,2
10883,1,0,0,1,1,0,3
102234,0,0,0,2,0,2,3
6081,0,0,0,0,2,1,3
55675,0,0,0,1,1,0,1
81036,0,0,0,0,0,0,2
56971,1,0,0,0,0,1,4
14688,1,0,1,0,0,2,5
99494,0,0,0,1,0,1,2
106396,0,0,0,0,0,2,0
17070,0,0,0,0,0,0,2
75355,1,0,1,0,0,0,2
15896,0,0,0,0,0,2,5
14143,0,1,0,2,0,2,4
23614,0,0,0,1,0,0,2
8578,1,0,0,0,0,1,1
16670,0,0,0,1,0,2,5
51232,0,0,0,0,0,0,3
2671,1,0,0,2,0,2,5
9605,1,0,0,0,0,1,0
40626,1,0,0,0,0,0,2
7917,1,0,0,1,0,2,10
58355,1,0,0,2,0,1,4
5585,1,0,0,1,1,2,0
104018,0,0,0,2,0,1,3
38504,0,0,0,1,0,2,1
36753,0,0,0,1,0,1,2
64595,1,0,0,0,0,0,3
43254,1,0,0,0,0,2,3
49495,1,0,0,0,0,1,0
36739,0,0,0,0,0,2,2
105751,0,0,0,0,0,0,1
59066,1,0,0,0,0,1,4
2571,0,0,0,2,0,1,3
90034,0,0,0,0,1,1,3
16142,0,0,0,2,1,3,6
104811,0,0,0,0,0,2,3
49652,1,0,0,0,0,0,2
17057,0,0,0,0,0,0,1
45148,1,0,0,0,0,1,2
70841,1,0,0,0,0,0,3
44008,0,0,0,0,0,0,3
78422,0,0,0,0,0,0,1
10835,1,0,0,0,0,1,1
22347,0,0,0,0,0,2,6
112862,0,0,0,1,0,0,1
57317,1,0,0,0,0,1,3
17952,0,0,0,0,0,1,4
20849,0,0,0,2,0,0,1
59371,1,0,0,0,0,1,2
95210,0,0,0,1,0,2,3
16131,0,0,0,1,0,1,2
93007,0,0,0,0,0,1,3
75317,1,0,1,0,0,0,2
24608,0,0,0,2,1,2,4
85153,0,0,0,0,0,2,1
88130,0,20,1,2,0,0,1
118117,0,0,0,2,1,0,1
103244,0,0,0,0,0,1,1
10101,1,0,0,0,0,1,1
27099,0,0,0,0,0,2,2
77285,0,0,0,0,0,2,3
10520,1,0,0,0,0,2,2
93025,0,0,0,1,0,1,1
97942,0,0,0,1,0,0,2
32002,0,0,0,1,0,1,2
116462,0,0,0,0,0,0,2
8452,1,0,0,1,0,1,5
38171,0,0,0,1,0,0,2
18532,0,0,0,0,0,2,1
52891,1,0,0,0,0,0,2
90503,0,0,0,1,0,0,2
46553,1,0,0,0,0,2,3
29345,0,2,0,4,0,0,4
30152,0,0,0,1,0,0,1
89374,0,0,0,0,0,0,1
1674,0,0,0,0,0,0,1
75705,0,0,0,0,0,0,2
10130,1,0,0,1,0,2,5
14496,0,1,0,0,1,1,3
77715,0,0,0,0,1,1,2
103783,0,0,0,0,3,0,1
83486,0,0,0,0,0,0,1
97238,0,0,0,3,0,2,5
105193,0,0,0,1,1,1,2
33993,0,0,0,0,0,2,5
103623,0,0,0,1,0,2,2
78473,0,0,0,1,0,0,2
4276,1,0,0,0,0,0,5
83356,0,0,0,0,0,0,1
71421,1,0,0,0,0,0,1
57716,1,0,0,0,1,0,1
57085,1,0,0,0,0,1,2
19669,0,0,0,1,0,2,5
59486,1,0,0,0,0,0,1
71073,1,0,0,0,0,2,5
14184,1,0,1,0,0,0,3
85788,0,0,0,0,0,1,5
15505,1,0,1,0,0,2,5
64731,1,0,0,0,0,2,1
76200,0,0,0,3,0,0,4
11744,1,0,0,2,0,0,3
92705,0,0,0,2,0,0,2
23638,0,0,0,1,0,0,1
3720,0,0,0,1,1,0,3
73815,1,0,1,0,0,1,1
114092,0,0,0,1,1,2,2
79996,0,0,0,0,0,0,2
93474,0,0,0,1,0,1,1
85842,0,0,0,0,0,1,2
69354,1,0,0,1,0,0,3
18456,0,0,0,0,0,0,4
118056,0,0,0,1,0,0,1
30980,0,0,0,2,0,0,2
19411,0,0,0,0,0,1,0
1355,0,0,0,1,0,0,1
287,0,0,0,1,0,2,2
17748,0,0,0,1,0,1,0
94883,0,0,0,1,0,0,2
61565,1,0,0,2,0,0,3
46450,0,0,0,1,0,1,1
110275,0,0,0,2,0,0,1
103036,0,0,0,0,1,0,3
112713,0,0,0,0,0,2,2
35550,0,0,0,1,0,0,2
88825,0,0,0,0,0,0,3
3583,1,0,0,0,0,4,10
59206,1,0,0,1,0,0,1
37804,0,0,0,1,0,1,5
21204,0,1,0,0,0,2,2
104403,0,0,0,1,0,0,5
76248,1,0,1,2,0,2,3
6531,0,0,0,1,0,1,0
74575,1,0,1,0,0,0,2
19908,0,0,0,1,0,1,3
98690,0,0,0,2,0,2,4
110668,0,0,0,1,0,2,1
77591,1,0,1,0,0,2,1
38457,0,0,0,1,0,1,1
104181,0,0,0,1,0,2,5
52644,1,0,0,0,0,0,2
76874,0,0,0,0,1,1,0
35054,0,0,0,0,1,2,5
102688,0,0,0,0,0,2,1
40366,0,0,0,0,0,1,1
115510,0,0,0,2,0,0,1
103549,0,0,0,2,0,1,5
61664,1,0,0,0,0,2,1
30289,0,0,0,0,0,1,2
54064,1,0,0,0,0,2,2
18972,0,0,0,0,0,0,1
54950,1,0,0,0,0,4,11
5865,1,0,0,2,0,3,7
21049,0,0,0,1,0,0,1
81844,0,0,0,0,0,0,3
96295,0,0,0,1,1,0,5
2095,0,0,0,1,1,2,3
19238,0,0,0,1,1,2,6
64853,1,0,0,0,0,0,2
81164,1,0,1,0,0,0,3
7861,1,0,0,0,0,2,5
91423,0,0,0,0,0,2,2
2263,0,0,0,0,1,0,3
51656,1,0,0,0,0,0,3
89055,0,0,0,1,0,2,4
105671,0,0,0,1,3,0,3
32847,0,0,0,0,1,0,2
14364,1,0,14,0,0,1,3
16786,0,0,0,1,0,3,5
38833,0,0,0,2,0,0,2
106116,0,0,0,0,1,0,1
89991,0,0,0,0,0,0,1
98460,0,0,0,1,0,1,3
68950,1,0,0,0,0,1,2
82939,0,0,0,0,0,1,2
18370,0,0,0,1,0,0,1
13494,1,0,0,3,0,1,3
118396,0,0,0,1,1,1,0
39296,0,0,0,2,0,0,1
67415,1,0,0,1,0,0,2
65261,1,0,0,2,0,2,3
6569,1,0,0,0,0,0,3
92590,0,0,0,0,3,2,1
33720,0,0,0,2,2,1,1
25820,0,0,0,0,0,1,5
106239,0,0,0,0,0,0,2
31407,0,1,0,0,0,1,0
6729,1,0,0,1,0,2,5
27610,0,0,0,1,0,1,5
89981,0,0,0,1,1,1,2
66121,1,0,0,0,0,0,1
93940,0,0,0,1,0,1,5
74874,1,0,1,0,0,0,2
81431,0,0,0,0,0,0,2
23752,0,0,0,0,0,0,0
4408,1,0,0,0,0,1,0
13121,1,0,0,1,0,1,1
14070,0,4,0,1,0,1,0
42030,0,0,0,0,0,0,1
78198,0,0,0,1,0,0,3
83974,0,0,0,0,1,1,0
63960,1,0,0,0,0,1,1
4483,0,0,0,0,0,2,2
280,0,0,0,0,0,2,3
113337,0,0,0,2,0,0,1
71041,1,0,0,1,0,1,1
2522,1,0,0,2,1,0,5
52779,1,0,0,0,0,1,2
78425,0,0,0,0,0,2,1
25843,0,0,0,0,0,0,1
3197,0,0,0,0,0,0,1
39611,0,0,0,0,0,1,1
1216,0,0,0,0,1,0,4
63829,1,0,0,0,0,0,2
103356,0,0,0,0,0,2,2
4848,1,0,0,0,0,0,1
1658,1,0,0,0,0,0,3
67614,1,0,0,0,0,1,2
48456,1,0,0,0,0,0,1
20505,0,0,0,0,1,2,6
49917,0,0,0,0,0,0,4
76900,1,0,1,0,0,0,1
114926,0,0,0,2,0,2,5
59957,1,0,0,0,1,0,3
93160,0,0,0,2,0,3,6
20134,0,0,0,0,1,0,2
13344,1,0,0,1,0,1,5
36573,0,0,0,1,0,2,5
33689,0,0,0,1,0,0,4
43476,1,0,0,0,0,0,1
38274,0,0,0,1,0,2,5
114023,0,0,0,0,0,0,2
30633,0,0,0,2,0,1,0
85339,0,0,0,2,0,0,2
18791,0,0,0,0,0,1,2
13597,1,0,0,0,1,2,5
78017,0,0,0,1,0,2,1
85993,0,0,0,0,0,0,1
107546,0,0,0,0,0,1,3
90917,0,0,0,1,0,0,1
31158,0,0,0,2,1,2,6
13343,1,0,0,1,0,0,5
69593,1,0,0,0,0,1,1
92692,0,0,0,1,0,0,1
74026,1,0,1,0,0,2,0
34863,0,0,0,1,0,2,5
52071,0,0,0,1,0,0,3
75425,1,0,1,0,0,0,2
16277,0,0,0,2,0,1,3
51580,1,0,0,0,0,0,2
118083,0,0,0,0,0,0,1
54142,1,0,0,1,0,0,2
45856,0,0,0,0,0,2,0
8403,1,0,0,0,0,2,2
40717,0,0,0,0,0,0,2
91567,0,0,0,1,1,0,4
25016,0,0,0,0,0,0,2
76852,0,0,0,0,0,1,0
104585,0,0,0,1,0,0,2
110768,0,0,0,1,2,0,2
6383,1,0,0,0,0,2,2
8520,1,0,0,0,0,1,3
2186,1,0,0,0,0,4,8
93263,0,0,0,0,0,2,4
91062,0,0,0,1,0,0,2
21213,0,0,0,0,0,2,2
111784,0,0,0,1,0,2,1
34871,0,0,0,0,3,1,3
51352,0,0,0,1,15,0,2
25779,0,0,0,2,1,4,10
38492,0,0,0,0,0,4,5
34628,0,0,0,0,0,1,3
107440,0,0,0,2,0,2,3
63760,1,0,0,0,0,0,4
78716,0,0,0,1,0,1,2
1268,0,0,0,0,0,2,4
8487,0,0,0,0,1,0,3
12042,1,0,0,0,0,0,3
51187,1,0,0,1,0,0,2
17447,0,2,0,0,0,0,2
60869,1,0,0,0,0,0,2
67873,1,0,0,0,0,0,1
90628,0,0,0,2,1,0,2
78044,0,3,0,0,1,0,3
50334,0,0,0,1,0,0,2
35576,0,0,0,0,0,0,4
65148,1,0,0,1,0,2,1
113065,0,0,0,2,0,0,1
104963,0,0,0,2,1,0,2
1582,0,0,0,1,0,2,4
74900,0,0,0,0,1,0,2
8698,0,0,0,0,2,1,4
101513,0,0,0,0,0,0,1
87793,0,0,0,0,1,1,3
28120,0,0,0,0,1,1,3
79532,0,0,0,1,0,0,1
42148,1,0,0,0,0,0,4
107536,0,0,0,0,0,0,2
40978,0,0,0,2,0,0,3
113787,0,0,0,0,0,0,2
13248,1,0,0,1,2,2,2
17935,0,0,0,0,0,0,4
12195,1,0,0,2,0,1,3
54499,1,0,0,0,0,1,2
78354,0,0,0,0,1,2,1
66144,1,0,0,0,0,0,1
48085,1,0,0,0,0,1,2
84633,0,0,0,0,0,0,1
32500,0,2,0,0,0,0,1
24562,0,0,0,1,0,0,2
106995,0,0,0,0,0,0,1
33871,0,0,0,0,1,0,2
36020,0,0,0,3,0,0,1
80430,0,0,0,0,0,2,2
9158,1,0,0,0,0,1,2
24115,0,0,0,0,3,2,0
7006,1,0,0,0,0,0,3
17490,0,0,0,1,0,0,2
98840,0,0,0,0,0,0,1
90274,0,0,0,1,0,1,2
31467,0,0,0,2,0,1,2
31364,0,0,0,1,0,0,3
25870,0,0,0,1,0,1,2
29005,0,0,0,0,0,2,1
7513,1,0,0,0,0,1,5
110141,0,0,0,3,0,2,2
5638,1,0,0,0,0,2,5
87740,0,0,0,2,0,0,2
29507,0,0,0,4,2,2,5
98887,0,0,0,2,0,0,1
86991,0,0,0,0,0,1,4
71701,1,0,0,1,0,0,4
22482,0,14,0,0,0,0,0
29510,0,0,0,2,0,2,4
96714,0,0,0,2,0,0,1
105728,0,0,0,0,0,0,1
29760,0,0,0,1,0,2,5
66233,1,0,0,0,0,0,3
74648,1,0,1,0,0,1,1
63718,1,0,0,0,0,1,5
101707,0,0,0,1,0,0,1
24381,0,0,0,0,0,0,1
107427,0,1,0,3,0,2,2
